time,RHip:X,RHip:Y,RHip:Z,RKnee:X,RKnee:Y,RKnee:Z,RAnkle:X,RAnkle:Y,RAnkle:Z,RFoot:X,RFoot:Y,RFoot:Z,LHip:X,LHip:Y,LHip:Z,LKnee:X,LKnee:Y,LKnee:Z,LAnkle:X,LAnkle:Y,LAnkle:Z,LFoot:X,LFoot:Y,LFoot:Z,Neck:X,Neck:Y,Neck:Z,Head:X,Head:Y,Head:Z,LShoulder:X,LShoulder:Y,LShoulder:Z,LElbow:X,LElbow:Y,LElbow:Z,LWrist:X,LWrist:Y,LWrist:Z,RShoulder:X,RShoulder:Y,RShoulder:Z,RElbow:X,RElbow:Y,RElbow:Z,RWrist:X,RWrist:Y,RWrist:Z
0.32,-0.16102,0.06198182,1.00201,-0.1761281,0.0890968,0.5308381,-0.1865694,0.1721913,0.06975778,-0.2264781,0.0236678,0.04166017,0.08520257,0.05307537,0.9724581,0.09918858,0.06904206,0.5007414,0.1092306,0.1632795,0.04180038,0.1385632,0.01004997,0.03170753,-0.03029386,0.0658903,1.493736,-0.03508237,0.01475635,1.602802,0.1506949,0.09424438,1.487808,0.4383333,0.1125169,1.418989,0.6643581,0.008480538,1.409099,-0.21226,0.08508042,1.482955,-0.5040278,0.1020947,1.43409,-0.7423956,0.03032162,1.427935
0.34,-0.1610572,0.06169982,1.001962,-0.1761315,0.08911377,0.5308066,-0.1865124,0.1721518,0.06971476,-0.226521,0.0236488,0.04165076,0.08516371,0.05267537,0.9724318,0.09915331,0.06885514,0.5007224,0.109223,0.1632635,0.0418172,0.1385272,0.01002881,0.03172138,-0.03033891,0.06583226,1.493694,-0.03507741,0.01467499,1.602751,0.1506466,0.09420089,1.487737,0.4382642,0.1125571,1.418853,0.6643707,0.008704731,1.408897,-0.2123164,0.08499251,1.483052,-0.504095,0.1019042,1.434216,-0.7423792,0.02983803,1.428255
0.36,-0.1610738,0.06153506,1.001957,-0.1761589,0.08907555,0.5308089,-0.1864795,0.1721091,0.06971487,-0.2265422,0.0236188,0.04166114,0.08513972,0.05234092,0.9724173,0.09914418,0.06869611,0.5007144,0.1092411,0.1632645,0.0418427,0.1385095,0.01002541,0.0317094,-0.03036459,0.0657785,1.493679,-0.03502548,0.01458657,1.602724,0.1506141,0.09417723,1.48766,0.4382126,0.1126761,1.418735,0.6644047,0.009015346,1.408725,-0.2123463,0.08495203,1.483135,-0.5041623,0.1017649,1.434487,-0.742387,0.02948637,1.428723
0.38,-0.1611218,0.06135838,1.001968,-0.1761758,0.08899013,0.5308242,-0.1864436,0.172078,0.06973887,-0.226517,0.02360044,0.04163298,0.08508272,0.05200161,0.9724042,0.09909049,0.06847996,0.5007057,0.1091803,0.1632067,0.04186653,0.1385077,0.009980578,0.03170744,-0.0303525,0.06574987,1.493673,-0.03498851,0.01452057,1.602701,0.1506175,0.09418392,1.48756,0.4382221,0.1127527,1.418679,0.6645678,0.009429676,1.40865,-0.2123412,0.08489002,1.483189,-0.5042049,0.1015676,1.434782,-0.7424205,0.029238,1.429285
0.4,-0.1611708,0.06116825,1.001965,-0.1762002,0.08892626,0.5308279,-0.1864546,0.1720757,0.06975334,-0.2264945,0.02358493,0.04166937,0.08503111,0.05171794,0.9724092,0.09907095,0.06827199,0.5007142,0.1091584,0.1631946,0.04191554,0.1385086,0.009976625,0.03169949,-0.0303118,0.06572081,1.493667,-0.03491754,0.01447029,1.602687,0.1506455,0.09422915,1.487524,0.4382414,0.1129357,1.418644,0.6647199,0.00990195,1.408637,-0.2123105,0.0847857,1.483219,-0.5042316,0.1014459,1.435154,-0.7425019,0.02927352,1.429968
0.42,-0.161239,0.06095338,1.001962,-0.1762277,0.08876161,0.5308263,-0.1864776,0.1720823,0.06978264,-0.2264608,0.02358016,0.04167825,0.08496314,0.05147801,0.9724164,0.09907581,0.06807408,0.5007251,0.1091613,0.1631991,0.04196825,0.1385146,0.009986716,0.03167754,-0.03027518,0.06574089,1.493662,-0.03483393,0.01441808,1.60265,0.1506744,0.0942922,1.487493,0.4382634,0.1131246,1.418618,0.6648734,0.01036981,1.408719,-0.2122879,0.08476526,1.483385,-0.5042539,0.1013454,1.435565,-0.7425799,0.02934218,1.430598
0.44,-0.1613106,0.0607368,1.001945,-0.1762643,0.08858731,0.5308109,-0.186508,0.1720877,0.06979954,-0.2264158,0.02356057,0.0417202,0.08489575,0.05128459,0.9724272,0.09905601,0.06785925,0.5007367,0.1090754,0.1631614,0.0420151,0.138528,0.009972126,0.03166429,-0.03021398,0.06575945,1.493652,-0.03474218,0.01439324,1.60262,0.1507218,0.09439734,1.487477,0.4383089,0.1133916,1.41864,0.6650565,0.0109303,1.408849,-0.212239,0.0847281,1.48349,-0.504259,0.101257,1.435984,-0.7426595,0.02947807,1.43135
0.46,-0.1613883,0.06052642,1.001956,-0.1762992,0.08846565,0.5308263,-0.1865415,0.172067,0.0698332,-0.2263986,0.02352945,0.04173688,0.08481963,0.05116857,0.9724218,0.0990236,0.06777979,0.5007338,0.1090775,0.1631465,0.04202638,0.1385085,0.009951968,0.03169129,-0.03017027,0.06578138,1.493648,-0.03473855,0.01443505,1.602624,0.1507541,0.09448302,1.487436,0.4383467,0.1136259,1.418662,0.6651796,0.01134311,1.408984,-0.2122048,0.08471694,1.483597,-0.5042647,0.1012312,1.436331,-0.7427242,0.0296315,1.431969
0.48,-0.161458,0.06018835,1.001933,-0.1763335,0.0882025,0.5308061,-0.1865597,0.1720596,0.06985915,-0.2263598,0.02350642,0.04176479,0.08475257,0.05089103,0.9724013,0.09897096,0.06766132,0.5007192,0.1090471,0.163125,0.04203257,0.1384908,0.0099346,0.03167329,-0.03009277,0.06588401,1.493614,-0.03464228,0.01454706,1.602595,0.1508187,0.09467306,1.48743,0.4384218,0.1140256,1.418758,0.6654257,0.01210484,1.409272,-0.2121463,0.08471236,1.483706,-0.5042753,0.1012334,1.436872,-0.7428861,0.03011459,1.432933
0.5,-0.1615062,0.05996167,1.001935,-0.1763624,0.08803099,0.5308115,-0.1865642,0.1720604,0.06989531,-0.2263197,0.02350166,0.04176716,0.08470494,0.05072131,0.9723907,0.09891691,0.06760049,0.5007123,0.109035,0.1631282,0.04203987,0.138504,0.009942804,0.03167804,-0.03002629,0.06592975,1.493603,-0.03452194,0.01456627,1.602574,0.1508626,0.09485696,1.487403,0.4384647,0.1144316,1.41879,0.6655487,0.01267115,1.409501,-0.2120885,0.08472913,1.483801,-0.5042723,0.1012564,1.437312,-0.7429909,0.03048443,1.433673
0.52,-0.1615594,0.05985837,1.001945,-0.1763919,0.08790803,0.5308191,-0.1865644,0.1720468,0.06992221,-0.2262979,0.02348625,0.04177233,0.08464937,0.05063581,0.972375,0.09886628,0.06750577,0.5006966,0.1090174,0.1631342,0.04204589,0.1384875,0.00994998,0.03166988,-0.02997031,0.06597608,1.493595,-0.03446057,0.01458669,1.602554,0.1509078,0.09497324,1.487407,0.4385109,0.1147242,1.418849,0.6656885,0.01315867,1.40972,-0.2120341,0.08478919,1.483848,-0.5042687,0.1012801,1.437666,-0.7430538,0.03072068,1.434276
0.54,-0.1616122,0.05971865,1.001947,-0.1764195,0.0877362,0.5308185,-0.1865564,0.1720613,0.06995491,-0.2262809,0.02350116,0.04179036,0.08459757,0.05054313,0.972371,0.09881815,0.0674481,0.5006939,0.1090027,0.1631347,0.04205601,0.138494,0.009954317,0.03168421,-0.0298852,0.06603749,1.493587,-0.03435212,0.01463448,1.602541,0.1509757,0.09513402,1.487363,0.4385927,0.1151249,1.418934,0.6658947,0.01381804,1.410028,-0.2119541,0.08484376,1.483924,-0.5042358,0.1014055,1.438066,-0.7431322,0.03120989,1.434979
0.56,-0.1616935,0.05958058,1.001941,-0.1764506,0.0875416,0.530808,-0.1866103,0.1720749,0.06998311,-0.226262,0.02349523,0.04181882,0.08451924,0.05047461,0.9723685,0.09874849,0.06743929,0.5006938,0.1090199,0.1631532,0.04206356,0.1384745,0.009967405,0.03166725,-0.02974717,0.06609709,1.493576,-0.03417084,0.01466812,1.602518,0.151085,0.09536917,1.487341,0.4387225,0.1156649,1.419087,0.6661536,0.01462936,1.410395,-0.2118299,0.08484836,1.484066,-0.5041583,0.1015377,1.438554,-0.743177,0.03174867,1.435723
0.58,-0.1617437,0.05951184,1.001964,-0.1764911,0.087447,0.5308283,-0.1866461,0.1720774,0.07002109,-0.2262438,0.02349126,0.04181486,0.08446959,0.05045275,0.9723804,0.09871365,0.06737521,0.5007046,0.1089859,0.163147,0.04208649,0.1384848,0.009970828,0.03167461,-0.02965061,0.0660982,1.493589,-0.03388735,0.01453797,1.602477,0.1511561,0.09550341,1.487243,0.4388327,0.1160932,1.419243,0.6663771,0.0152964,1.410748,-0.21173,0.08492028,1.484156,-0.5040956,0.1017113,1.438921,-0.743169,0.03209797,1.436397
0.6,-0.1618253,0.05942066,1.001991,-0.1765227,0.08735074,0.5308537,-0.1866406,0.1720669,0.07006141,-0.2262362,0.02348496,0.04183038,0.08438723,0.05042213,0.9723831,0.09868131,0.0672928,0.500707,0.108966,0.1631634,0.04210982,0.1385047,0.009996875,0.03166748,-0.02953137,0.06616604,1.493597,-0.03370088,0.01459923,1.602485,0.1512573,0.09568534,1.487267,0.4389505,0.1165615,1.419424,0.6666045,0.01599087,1.411189,-0.2116177,0.08496846,1.484259,-0.5040191,0.1018453,1.439288,-0.7431698,0.03249208,1.436942
0.62,-0.1618651,0.05938333,1.001991,-0.1765584,0.08726782,0.5308509,-0.1866609,0.1720883,0.07007755,-0.2262158,0.02349803,0.04183298,0.08434846,0.05041426,0.972383,0.09865103,0.06724006,0.5007055,0.1089287,0.1631521,0.04211687,0.1384659,0.009984326,0.03168909,-0.02943419,0.06621852,1.493593,-0.03355853,0.01467713,1.602494,0.1513471,0.09579396,1.487313,0.4390538,0.1168932,1.419597,0.6667905,0.01649429,1.411556,-0.211527,0.08500148,1.484344,-0.5039539,0.1018927,1.439544,-0.7431682,0.03275445,1.437328
0.64,-0.1618975,0.05938752,1.002004,-0.1765655,0.08716211,0.5308568,-0.1866656,0.1720785,0.07010096,-0.2262009,0.02348895,0.04182518,0.08431606,0.05039307,0.9724039,0.09863308,0.06705008,0.5007209,0.1088521,0.1631321,0.0421665,0.1384735,0.009983974,0.03168885,-0.02929976,0.06632969,1.493604,-0.03331959,0.01476255,1.602497,0.1514665,0.09600826,1.48738,0.4392116,0.1173867,1.419915,0.6671268,0.01736639,1.412219,-0.2114,0.0851077,1.48449,-0.5038789,0.1019533,1.440014,-0.7431778,0.03310174,1.438032
0.66,-0.1619054,0.05941617,1.002025,-0.1765943,0.08701834,0.5308683,-0.1866571,0.1720783,0.07013813,-0.2261956,0.02349224,0.04184833,0.08430438,0.05038402,0.972405,0.09859648,0.06706651,0.5007221,0.1089275,0.1631577,0.0421721,0.1384702,0.009995983,0.03167147,-0.02916757,0.06642381,1.493609,-0.03308503,0.01482933,1.602493,0.1515785,0.09623799,1.487448,0.4394028,0.1176544,1.420334,0.6675489,0.01814094,1.412914,-0.2112745,0.08516544,1.484554,-0.5038075,0.1020118,1.440436,-0.7431742,0.03339058,1.438658
0.68,-0.1619142,0.05943631,1.002038,-0.1765999,0.08694205,0.530875,-0.1866475,0.1720781,0.07015854,-0.2261871,0.02349709,0.04184385,0.08429398,0.05036368,0.9724165,0.09858301,0.06699511,0.5007318,0.108908,0.163155,0.04219602,0.1384624,0.009996697,0.03167791,-0.02906963,0.06654706,1.493616,-0.03289238,0.0149499,1.602502,0.1516611,0.09647439,1.487554,0.4395802,0.1178948,1.420849,0.6678966,0.01875669,1.413647,-0.2111894,0.08522639,1.484693,-0.5037656,0.1020344,1.440847,-0.7431553,0.03348799,1.439293
0.7,-0.1619299,0.05946204,1.002059,-0.1766153,0.08687174,0.5308909,-0.1866315,0.1720688,0.07018502,-0.2261922,0.0234971,0.041851,0.08427605,0.05037054,0.972425,0.09859152,0.06689205,0.5007372,0.1088891,0.163138,0.04221894,0.1384961,0.00999255,0.03166272,-0.02902113,0.06667688,1.493627,-0.03287237,0.01513765,1.602539,0.1517051,0.09664362,1.487624,0.4397026,0.1180459,1.421253,0.6681495,0.01919842,1.414195,-0.2111484,0.08530763,1.484755,-0.5037656,0.1019379,1.441116,-0.743143,0.03334389,1.439766
0.72,-0.161894,0.05953093,1.00208,-0.1765974,0.08682525,0.5309057,-0.1866308,0.1720635,0.07020783,-0.2261827,0.02349674,0.041836,0.08430655,0.05037166,0.9724221,0.09857538,0.06688813,0.5007327,0.1089199,0.1631477,0.04221831,0.138491,0.00999447,0.03167331,-0.0289463,0.0668111,1.493632,-0.03272279,0.01523616,1.60253,0.1517749,0.09683756,1.48778,0.4398527,0.1182281,1.421754,0.6684666,0.01975002,1.414943,-0.2110748,0.08544866,1.484801,-0.5037581,0.1019013,1.441539,-0.7431443,0.03333383,1.440449
0.74,-0.1618662,0.05958063,1.002103,-0.1765962,0.08671998,0.5309206,-0.186629,0.1720589,0.07024143,-0.2261864,0.02349705,0.04185157,0.08433171,0.05040816,0.972427,0.09858494,0.06685501,0.5007347,0.108913,0.1631332,0.04222386,0.1384916,0.009982189,0.03166852,-0.02888062,0.06695063,1.493643,-0.03260305,0.01537729,1.602544,0.1518377,0.09701708,1.487907,0.4400096,0.1183682,1.42228,0.6687692,0.02021168,1.415726,-0.2110135,0.08556684,1.484856,-0.5037637,0.1016661,1.441915,-0.7430987,0.0329169,1.441034
0.76,-0.1618444,0.05967944,1.002116,-0.1765929,0.08663473,0.5309234,-0.1866106,0.1720685,0.07026144,-0.2261533,0.0235056,0.04185664,0.08435298,0.05047335,0.9724462,0.09860986,0.06676677,0.5007487,0.1088629,0.1631083,0.0422495,0.1384587,0.009961368,0.03168226,-0.0288288,0.06708904,1.493657,-0.03248436,0.01553647,1.60257,0.1518857,0.09720188,1.488045,0.4401587,0.1185034,1.422847,0.6690236,0.02057859,1.416505,-0.2109698,0.08565659,1.484936,-0.5037495,0.1015238,1.442111,-0.7429653,0.03235826,1.44148
0.78,-0.1618018,0.05971537,1.002132,-0.1765939,0.08653474,0.5309336,-0.1866129,0.1720532,0.07028736,-0.2261555,0.02349706,0.04184695,0.08439293,0.05051162,0.9724397,0.09861543,0.06687961,0.5007437,0.1089448,0.1631382,0.04222878,0.1385027,0.009983048,0.03167528,-0.02877863,0.06722803,1.493661,-0.03236403,0.01567641,1.602577,0.1519343,0.09736177,1.48811,0.4402972,0.1186408,1.423304,0.6692194,0.02083581,1.417186,-0.2109243,0.08575927,1.48496,-0.5037313,0.1014283,1.442248,-0.7428362,0.03187817,1.441931
0.8,-0.1617586,0.05978507,1.002144,-0.1765483,0.08651548,0.5309402,-0.1865726,0.1720575,0.07029852,-0.2261338,0.02350511,0.04186445,0.08443872,0.05061692,0.9724619,0.09867468,0.0667878,0.5007595,0.1088543,0.1631155,0.04225575,0.1384702,0.009972963,0.03168178,-0.02871913,0.0673724,1.493676,-0.03228629,0.01580889,1.602587,0.1519843,0.09757136,1.488172,0.4404145,0.1187531,1.423634,0.6693583,0.020983,1.417774,-0.2108686,0.08586503,1.484971,-0.5036826,0.1013184,1.442229,-0.7426482,0.03129108,1.442106
0.82,-0.1617051,0.05986809,1.002156,-0.1765354,0.08644155,0.530944,-0.1865872,0.1720548,0.07031615,-0.2261306,0.02349959,0.04187191,0.08449201,0.0507613,0.9724525,0.09867185,0.06691591,0.5007479,0.1089288,0.1631479,0.04222571,0.1384879,0.009993006,0.03167115,-0.02867158,0.06750172,1.493677,-0.03210955,0.01583602,1.602543,0.1520238,0.09775374,1.488198,0.4404776,0.1188706,1.423745,0.6693839,0.02099763,1.418141,-0.210826,0.08594747,1.484978,-0.5036243,0.1012171,1.442062,-0.7424357,0.03066503,1.442041
0.84,-0.1616834,0.05998126,1.002149,-0.17656,0.08626518,0.530923,-0.1866554,0.1720814,0.07033387,-0.226096,0.02350666,0.04184868,0.08451589,0.05092553,0.9724486,0.09869695,0.06695969,0.50074,0.1089122,0.1631475,0.04220768,0.1384612,0.009988522,0.03168475,-0.02862397,0.06766848,1.493672,-0.03210979,0.01605765,1.602563,0.1520716,0.09791473,1.488169,0.4405141,0.1189886,1.42365,0.6693235,0.02088207,1.418177,-0.2107824,0.08602044,1.484859,-0.5035585,0.1011202,1.441732,-0.7421588,0.02985752,1.44179
0.86,-0.161605,0.06015359,1.002135,-0.1765321,0.08618404,0.5308967,-0.1866816,0.1721065,0.07032856,-0.2260879,0.02352078,0.04185343,0.08459993,0.0511684,0.9724605,0.09878328,0.06683585,0.5007396,0.1088,0.1631278,0.04222473,0.1385164,0.01000294,0.0316763,-0.0285998,0.06788474,1.493672,-0.03207776,0.01622655,1.602541,0.1520948,0.09809439,1.48794,0.4404759,0.1191049,1.423127,0.6691089,0.02058788,1.417656,-0.2107591,0.08612044,1.484639,-0.5034643,0.1009141,1.440928,-0.7418028,0.02878101,1.440707
0.88,-0.1615381,0.06024001,1.002128,-0.1765148,0.08615866,0.5308847,-0.1866958,0.1721065,0.07032202,-0.2260713,0.02351095,0.04185571,0.08466662,0.05135957,0.9724199,0.09879167,0.06705062,0.500698,0.1088987,0.1631611,0.04214706,0.138463,0.009999205,0.0317096,-0.02857001,0.06805407,1.493649,-0.03207571,0.01637464,1.602506,0.15213,0.09818391,1.487674,0.440379,0.1192605,1.422298,0.6687995,0.02026236,1.416634,-0.2107285,0.08626021,1.484539,-0.5033202,0.1007447,1.439973,-0.7414185,0.02782418,1.439449
